SGMA_SITE_ID,EWM_ID,INFO_SITE_ID,EXISTING_SITE_ID,SUSTAINABILITY_INDICATOR,START_DT,MEASUREMENT_TYPE,VALUE_DT,DATA_VALUE
,57184,,,Groundwater Levels,2022-01-20 11:39:59,Measurable Objective,2042-01-20 11:39:59,484
,57185,,,Groundwater Levels,2022-01-20 11:39:59,Minimum Threshold,,377
,57185,,,Groundwater Levels,2022-01-20 11:39:59,5 Year Interim Milestone,2027-01-20 11:39:59,395
,57185,,,Groundwater Levels,2022-01-20 11:39:59,10 Year Interim Milestone,2032-01-20 11:39:59,377
,57185,,,Groundwater Levels,2022-01-20 11:39:59,15 Year Interim Milestone,2037-01-20 11:39:59,392
,57185,,,Groundwater Levels,2022-01-20 11:39:59,Measurable Objective,2042-01-20 11:39:59,397
,57186,,,Groundwater Levels,2022-01-20 11:39:59,Minimum Threshold,,320
,57186,,,Groundwater Levels,2022-01-20 11:39:59,5 Year Interim Milestone,2027-01-20 11:39:59,328
,57186,,,Groundwater Levels,2022-01-20 11:39:59,10 Year Interim Milestone,2032-01-20 11:39:59,322
,57186,,,Groundwater Levels,2022-01-20 11:39:59,15 Year Interim Milestone,2037-01-20 11:39:59,351
,57186,,,Groundwater Levels,2022-01-20 11:39:59,Measurable Objective,2042-01-20 11:39:59,360
,57187,,,Groundwater Levels,2022-01-20 11:39:59,Minimum Threshold,,639
,57187,,,Groundwater Levels,2022-01-20 11:39:59,5 Year Interim Milestone,2027-01-20 11:39:59,641
,57187,,,Groundwater Levels,2022-01-20 11:39:59,10 Year Interim Milestone,2032-01-20 11:39:59,639
,57187,,,Groundwater Levels,2022-01-20 11:39:59,15 Year Interim Milestone,2037-01-20 11:39:59,671
,57187,,,Groundwater Levels,2022-01-20 11:39:59,Measurable Objective,2042-01-20 11:39:59,681
,57188,,,Groundwater Levels,2022-01-20 11:39:59,Minimum Threshold,,654
,57188,,,Groundwater Levels,2022-01-20 11:39:59,5 Year Interim Milestone,2027-01-20 11:39:59,654
,57188,,,Groundwater Levels,2022-01-20 11:39:59,10 Year Interim Milestone,2032-01-20 11:39:59,640
,57188,,,Groundwater Levels,2022-01-20 11:39:59,15 Year Interim Milestone,2037-01-20 11:39:59,675
,57188,,,Groundwater Levels,2022-01-20 11:39:59,Measurable Objective,2042-01-20 11:39:59,686
,57189,,,Groundwater Levels,2022-01-20 11:39:59,Minimum Threshold,,557
,57189,,,Groundwater Levels,2022-01-20 11:39:59,5 Year Interim Milestone,2027-01-20 11:39:59,562
,57189,,,Groundwater Levels,2022-01-20 11:39:59,10 Year Interim Milestone,2032-01-20 11:39:59,557
,57189,,,Groundwater Levels,2022-01-20 11:39:59,15 Year Interim Milestone,2037-01-20 11:39:59,583
,57189,,,Groundwater Levels,2022-01-20 11:39:59,Measurable Objective,2042-01-20 11:39:59,592
,57190,,,Groundwater Levels,2022-01-20 11:39:59,Minimum Threshold,,573
,57190,,,Groundwater Levels,2022-01-20 11:39:59,5 Year Interim Milestone,2027-01-20 11:39:59,581
,57190,,,Groundwater Levels,2022-01-20 11:39:59,10 Year Interim Milestone,2032-01-20 11:39:59,572
,57190,,,Groundwater Levels,2022-01-20 11:39:59,15 Year Interim Milestone,2037-01-20 11:39:59,592
,57190,,,Groundwater Levels,2022-01-20 11:39:59,Measurable Objective,2042-01-20 11:39:59,598
,57191,,,Groundwater Levels,2022-01-20 11:39:59,Minimum Threshold,,1021
,57191,,,Groundwater Levels,2022-01-20 11:39:59,5 Year Interim Milestone,2027-01-20 11:39:59,1043
,57191,,,Groundwater Levels,2022-01-20 11:39:59,10 Year Interim Milestone,2032-01-20 11:39:59,1022
,57191,,,Groundwater Levels,2022-01-20 11:39:59,15 Year Interim Milestone,2037-01-20 11:39:59,1041
,57191,,,Groundwater Levels,2022-01-20 11:39:59,Measurable Objective,2042-01-20 11:39:59,1047
,57192,,,Groundwater Levels,2022-01-20 11:39:59,Minimum Threshold,,912
,57192,,,Groundwater Levels,2022-01-20 11:39:59,5 Year Interim Milestone,2027-01-20 11:39:59,927
,57192,,,Groundwater Levels,2022-01-20 11:39:59,10 Year Interim Milestone,2032-01-20 11:39:59,913
,57192,,,Groundwater Levels,2022-01-20 11:39:59,15 Year Interim Milestone,2037-01-20 11:39:59,927
,57192,,,Groundwater Levels,2022-01-20 11:39:59,Measurable Objective,2042-01-20 11:39:59,932
,57193,,,Groundwater Levels,2022-01-20 11:39:59,Minimum Threshold,,850
,57193,,,Groundwater Levels,2022-01-20 11:39:59,5 Year Interim Milestone,2027-01-20 11:39:59,862
,57193,,,Groundwater Levels,2022-01-20 11:39:59,10 Year Interim Milestone,2032-01-20 11:39:59,855
,57193,,,Groundwater Levels,2022-01-20 11:39:59,15 Year Interim Milestone,2037-01-20 11:39:59,884
,57193,,,Groundwater Levels,2022-01-20 11:39:59,Measurable Objective,2042-01-20 11:39:59,893
,57194,,,Groundwater Levels,2022-01-20 11:39:59,Minimum Threshold,,559
,57194,,,Groundwater Levels,2022-01-20 11:39:59,5 Year Interim Milestone,2027-01-20 11:39:59,561
,57194,,,Groundwater Levels,2022-01-20 11:39:59,10 Year Interim Milestone,2032-01-20 11:39:59,562
,57194,,,Groundwater Levels,2022-01-20 11:39:59,15 Year Interim Milestone,2037-01-20 11:39:59,642
,57194,,,Groundwater Levels,2022-01-20 11:39:59,Measurable Objective,2042-01-20 11:39:59,669
,57195,,,Groundwater Levels,2022-01-20 11:39:59,Minimum Threshold,,484
,57195,,,Groundwater Levels,2022-01-20 11:39:59,5 Year Interim Milestone,2027-01-20 11:39:59,484
,57195,,,Groundwater Levels,2022-01-20 11:39:59,10 Year Interim Milestone,2032-01-20 11:39:59,479
,57195,,,Groundwater Levels,2022-01-20 11:39:59,15 Year Interim Milestone,2037-01-20 11:39:59,499
,57195,,,Groundwater Levels,2022-01-20 11:39:59,Measurable Objective,2042-01-20 11:39:59,505
,57196,,,Groundwater Levels,2022-01-20 11:39:59,Minimum Threshold,,616
,57196,,,Groundwater Levels,2022-01-20 11:39:59,5 Year Interim Milestone,2027-01-20 11:39:59,614
,57196,,,Groundwater Levels,2022-01-20 11:39:59,10 Year Interim Milestone,2032-01-20 11:39:59,616
,57196,,,Groundwater Levels,2022-01-20 11:39:59,15 Year Interim Milestone,2037-01-20 11:39:59,665
,57196,,,Groundwater Levels,2022-01-20 11:39:59,Measurable Objective,2042-01-20 11:39:59,681
,57197,,,Groundwater Levels,2022-01-27 11:56:53,Minimum Threshold,,1328
,57197,,,Groundwater Levels,2022-01-27 11:56:53,5 Year Interim Milestone,2027-01-27 11:56:53,
,57197,,,Groundwater Levels,2022-01-27 11:56:53,10 Year Interim Milestone,2032-01-27 11:56:53,
,57197,,,Groundwater Levels,2022-01-27 11:56:53,15 Year Interim Milestone,2037-01-27 11:56:53,
,57197,,,Groundwater Levels,2022-01-27 11:56:53,Measurable Objective,2042-01-27 11:56:53,1338
,57198,,,Groundwater Levels,2022-01-27 11:56:53,Minimum Threshold,,1407
,57198,,,Groundwater Levels,2022-01-27 11:56:53,5 Year Interim Milestone,2027-01-27 11:56:53,
,57198,,,Groundwater Levels,2022-01-27 11:56:53,10 Year Interim Milestone,2032-01-27 11:56:53,
,57198,,,Groundwater Levels,2022-01-27 11:56:53,15 Year Interim Milestone,2037-01-27 11:56:53,
,57198,,,Groundwater Levels,2022-01-27 11:56:53,Measurable Objective,2042-01-27 11:56:53,1417
,57199,,,Groundwater Levels,2022-01-27 11:56:53,Minimum Threshold,,1498
,57199,,,Groundwater Levels,2022-01-27 11:56:53,5 Year Interim Milestone,2027-01-27 11:56:53,
,57199,,,Groundwater Levels,2022-01-27 11:56:53,10 Year Interim Milestone,2032-01-27 11:56:53,
,57199,,,Groundwater Levels,2022-01-27 11:56:53,15 Year Interim Milestone,2037-01-27 11:56:53,
,57199,,,Groundwater Levels,2022-01-27 11:56:53,Measurable Objective,2042-01-27 11:56:53,1508
,57200,,,Groundwater Levels,2022-01-27 11:56:53,Minimum Threshold,,1324.6
,57200,,,Groundwater Levels,2022-01-27 11:56:53,5 Year Interim Milestone,2027-01-27 11:56:53,
,57200,,,Groundwater Levels,2022-01-27 11:56:53,10 Year Interim Milestone,2032-01-27 11:56:53,
,57200,,,Groundwater Levels,2022-01-27 11:56:53,15 Year Interim Milestone,2037-01-27 11:56:53,
,57200,,,Groundwater Levels,2022-01-27 11:56:53,Measurable Objective,2042-01-27 11:56:53,1334.6
,57201,,,Groundwater Levels,2022-01-27 11:56:53,Minimum Threshold,,1324.6
,57201,,,Groundwater Levels,2022-01-27 11:56:53,5 Year Interim Milestone,2027-01-27 11:56:53,
,57201,,,Groundwater Levels,2022-01-27 11:56:53,10 Year Interim Milestone,2032-01-27 11:56:53,
,57201,,,Groundwater Levels,2022-01-27 11:56:53,15 Year Interim Milestone,2037-01-27 11:56:53,
,57201,,,Groundwater Levels,2022-01-27 11:56:53,Measurable Objective,2042-01-27 11:56:53,1334.6
,57202,,,Groundwater Levels,2022-01-27 11:56:53,Minimum Threshold,,1324.6
,57202,,,Groundwater Levels,2022-01-27 11:56:53,5 Year Interim Milestone,2027-01-27 11:56:53,
,57202,,,Groundwater Levels,2022-01-27 11:56:53,10 Year Interim Milestone,2032-01-27 11:56:53,
,57202,,,Groundwater Levels,2022-01-27 11:56:53,15 Year Interim Milestone,2037-01-27 11:56:53,
,57202,,,Groundwater Levels,2022-01-27 11:56:53,Measurable Objective,2042-01-27 11:56:53,1334.6
,57203,,,Groundwater Levels,2022-01-27 11:56:53,Minimum Threshold,,2021.8
,57203,,,Groundwater Levels,2022-01-27 11:56:53,5 Year Interim Milestone,2027-01-27 11:56:53,
,57203,,,Groundwater Levels,2022-01-27 11:56:53,10 Year Interim Milestone,2032-01-27 11:56:53,
,57203,,,Groundwater Levels,2022-01-27 11:56:53,15 Year Interim Milestone,2037-01-27 11:56:53,
,57203,,,Groundwater Levels,2022-01-27 11:56:53,Measurable Objective,2042-01-27 11:56:53,2067.1
,57205,,,Groundwater Levels,2022-01-27 11:56:53,Minimum Threshold,,1982.1
,57205,,,Groundwater Levels,2022-01-27 11:56:53,5 Year Interim Milestone,2027-01-27 11:56:53,
,57205,,,Groundwater Levels,2022-01-27 11:56:53,10 Year Interim Milestone,2032-01-27 11:56:53,
,57205,,,Groundwater Levels,2022-01-27 11:56:53,15 Year Interim Milestone,2037-01-27 11:56:53,
,57205,,,Groundwater Levels,2022-01-27 11:56:53,Measurable Objective,2042-01-27 11:56:53,2039.7
,57206,,,Groundwater Levels,2022-01-27 11:56:53,Minimum Threshold,,1958.6
,57206,,,Groundwater Levels,2022-01-27 11:56:53,5 Year Interim Milestone,2027-01-27 11:56:53,
,57206,,,Groundwater Levels,2022-01-27 11:56:53,10 Year Interim Milestone,2032-01-27 11:56:53,
,57206,,,Groundwater Levels,2022-01-27 11:56:53,15 Year Interim Milestone,2037-01-27 11:56:53,
,57206,,,Groundwater Levels,2022-01-27 11:56:53,Measurable Objective,2042-01-27 11:56:53,2052.7
,57208,,,Groundwater Levels,2022-01-27 11:56:53,Minimum Threshold,,2018.3
,57208,,,Groundwater Levels,2022-01-27 11:56:53,5 Year Interim Milestone,2027-01-27 11:56:53,
,57208,,,Groundwater Levels,2022-01-27 11:56:53,10 Year Interim Milestone,2032-01-27 11:56:53,
,57208,,,Groundwater Levels,2022-01-27 11:56:53,15 Year Interim Milestone,2037-01-27 11:56:53,
,57208,,,Groundwater Levels,2022-01-27 11:56:53,Measurable Objective,2042-01-27 11:56:53,2068.5
,57209,,,Groundwater Levels,2022-01-27 11:56:53,Minimum Threshold,,2006.3
,57209,,,Groundwater Levels,2022-01-27 11:56:53,5 Year Interim Milestone,2027-01-27 11:56:53,
,57209,,,Groundwater Levels,2022-01-27 11:56:53,10 Year Interim Milestone,2032-01-27 11:56:53,
,57209,,,Groundwater Levels,2022-01-27 11:56:53,15 Year Interim Milestone,2037-01-27 11:56:53,
,57209,,,Groundwater Levels,2022-01-27 11:56:53,Measurable Objective,2042-01-27 11:56:53,2050.8
,57210,,,Groundwater Levels,2022-01-27 11:56:53,Minimum Threshold,,2058.6
,57210,,,Groundwater Levels,2022-01-27 11:56:53,5 Year Interim Milestone,2027-01-27 11:56:53,
,57210,,,Groundwater Levels,2022-01-27 11:56:53,10 Year Interim Milestone,2032-01-27 11:56:53,
,57210,,,Groundwater Levels,2022-01-27 11:56:53,15 Year Interim Milestone,2037-01-27 11:56:53,
,57210,,,Groundwater Levels,2022-01-27 11:56:53,Measurable Objective,2042-01-27 11:56:53,2107.9
,57213,,,Groundwater Levels,2022-01-27 11:56:53,Minimum Threshold,,2127.7
,57213,,,Groundwater Levels,2022-01-27 11:56:53,5 Year Interim Milestone,2027-01-27 11:56:53,
,57213,,,Groundwater Levels,2022-01-27 11:56:53,10 Year Interim Milestone,2032-01-27 11:56:53,
,57213,,,Groundwater Levels,2022-01-27 11:56:53,15 Year Interim Milestone,2037-01-27 11:56:53,
,57213,,,Groundwater Levels,2022-01-27 11:56:53,Measurable Objective,2042-01-27 11:56:53,2165.3
,57216,,,Groundwater Levels,2022-01-27 11:56:53,Minimum Threshold,,1709
,57216,,,Groundwater Levels,2022-01-27 11:56:53,5 Year Interim Milestone,2027-01-27 11:56:53,
,57216,,,Groundwater Levels,2022-01-27 11:56:53,10 Year Interim Milestone,2032-01-27 11:56:53,
,57216,,,Groundwater Levels,2022-01-27 11:56:53,15 Year Interim Milestone,2037-01-27 11:56:53,
,57216,,,Groundwater Levels,2022-01-27 11:56:53,Measurable Objective,2042-01-27 11:56:53,1748.4
,57218,,,Groundwater Levels,2022-01-27 11:56:53,Minimum Threshold,,1699.5
,57218,,,Groundwater Levels,2022-01-27 11:56:53,5 Year Interim Milestone,2027-01-27 11:56:53,
,57218,,,Groundwater Levels,2022-01-27 11:56:53,10 Year Interim Milestone,2032-01-27 11:56:53,
,57218,,,Groundwater Levels,2022-01-27 11:56:53,15 Year Interim Milestone,2037-01-27 11:56:53,
,57218,,,Groundwater Levels,2022-01-27 11:56:53,Measurable Objective,2042-01-27 11:56:53,1740.3
,57223,,,Groundwater Levels,2022-01-27 11:56:53,Minimum Threshold,,2176.9
,57223,,,Groundwater Levels,2022-01-27 11:56:53,5 Year Interim Milestone,2027-01-27 11:56:53,
,57223,,,Groundwater Levels,2022-01-27 11:56:53,10 Year Interim Milestone,2032-01-27 11:56:53,
,57223,,,Groundwater Levels,2022-01-27 11:56:53,15 Year Interim Milestone,2037-01-27 11:56:53,
,57223,,,Groundwater Levels,2022-01-27 11:56:53,Measurable Objective,2042-01-27 11:56:53,2205.5
,57224,,,Groundwater Levels,2022-01-27 11:56:53,Minimum Threshold,,2300.2
,57224,,,Groundwater Levels,2022-01-27 11:56:53,5 Year Interim Milestone,2027-01-27 11:56:53,
,57224,,,Groundwater Levels,2022-01-27 11:56:53,10 Year Interim Milestone,2032-01-27 11:56:53,
,57224,,,Groundwater Levels,2022-01-27 11:56:53,15 Year Interim Milestone,2037-01-27 11:56:53,
,57224,,,Groundwater Levels,2022-01-27 11:56:53,Measurable Objective,2042-01-27 11:56:53,2329.3
,57227,,,Groundwater Levels,2022-01-27 11:56:53,Minimum Threshold,,2301.3
,57227,,,Groundwater Levels,2022-01-27 11:56:53,5 Year Interim Milestone,2027-01-27 11:56:53,
,57227,,,Groundwater Levels,2022-01-27 11:56:53,10 Year Interim Milestone,2032-01-27 11:56:53,
,57227,,,Groundwater Levels,2022-01-27 11:56:53,15 Year Interim Milestone,2037-01-27 11:56:53,
,57227,,,Groundwater Levels,2022-01-27 11:56:53,Measurable Objective,2042-01-27 11:56:53,2332.3
,57230,,,Groundwater Levels,2022-01-27 11:56:53,Minimum Threshold,,1714.3
,57230,,,Groundwater Levels,2022-01-27 11:56:53,5 Year Interim Milestone,2027-01-27 11:56:53,
,57230,,,Groundwater Levels,2022-01-27 11:56:53,10 Year Interim Milestone,2032-01-27 11:56:53,
,57230,,,Groundwater Levels,2022-01-27 11:56:53,15 Year Interim Milestone,2037-01-27 11:56:53,
,57230,,,Groundwater Levels,2022-01-27 11:56:53,Measurable Objective,2042-01-27 11:56:53,1750
,57231,,,Groundwater Levels,2022-01-27 11:56:53,Minimum Threshold,,1712.2
,57231,,,Groundwater Levels,2022-01-27 11:56:53,5 Year Interim Milestone,2027-01-27 11:56:53,
,57231,,,Groundwater Levels,2022-01-27 11:56:53,10 Year Interim Milestone,2032-01-27 11:56:53,
,57231,,,Groundwater Levels,2022-01-27 11:56:53,15 Year Interim Milestone,2037-01-27 11:56:53,
,57231,,,Groundwater Levels,2022-01-27 11:56:53,Measurable Objective,2042-01-27 11:56:53,1748.9
,46841,,,Groundwater Levels,2022-01-01 00:00:00,Minimum Threshold,,2.2
,46841,,,Groundwater Levels,2022-01-01 00:00:00,5 Year Interim Milestone,2027-01-01 00:00:00,7.9
,46841,,,Groundwater Levels,2022-01-01 00:00:00,10 Year Interim Milestone,2032-01-01 00:00:00,8
,46841,,,Groundwater Levels,2022-01-01 00:00:00,15 Year Interim Milestone,2037-01-01 00:00:00,8.6
,46841,,,Groundwater Levels,2022-01-01 00:00:00,Measurable Objective,2042-01-01 00:00:00,8.6
,46849,,,Groundwater Levels,2022-01-01 00:00:00,Minimum Threshold,,-19.4
,46849,,,Groundwater Levels,2022-01-01 00:00:00,5 Year Interim Milestone,2027-01-01 00:00:00,6
,46849,,,Groundwater Levels,2022-01-01 00:00:00,10 Year Interim Milestone,2032-01-01 00:00:00,6.9
,46849,,,Groundwater Levels,2022-01-01 00:00:00,15 Year Interim Milestone,2037-01-01 00:00:00,8
,46849,,,Groundwater Levels,2022-01-01 00:00:00,Measurable Objective,2042-01-01 00:00:00,8
,56096,,,Groundwater Levels,2022-02-01 00:00:00,Minimum Threshold,,-7.1
,56096,,,Groundwater Levels,2022-02-01 00:00:00,5 Year Interim Milestone,2027-02-01 00:00:00,6.4
,56096,,,Groundwater Levels,2022-02-01 00:00:00,10 Year Interim Milestone,2032-02-01 00:00:00,7.2
,56096,,,Groundwater Levels,2022-02-01 00:00:00,15 Year Interim Milestone,2037-02-01 00:00:00,9
,56096,,,Groundwater Levels,2022-02-01 00:00:00,Measurable Objective,2042-02-01 00:00:00,8.8
,56734,,,Groundwater Levels,2017-01-01 00:00:00,Minimum Threshold,,587.16
,56734,,,Groundwater Levels,2017-01-01 00:00:00,5 Year Interim Milestone,2022-01-01 00:00:00,
,56734,,,Groundwater Levels,2017-01-01 00:00:00,10 Year Interim Milestone,2027-01-01 00:00:00,
,56734,,,Groundwater Levels,2017-01-01 00:00:00,15 Year Interim Milestone,2032-01-01 00:00:00,
,56734,,,Groundwater Levels,2017-01-01 00:00:00,Measurable Objective,2037-01-01 00:00:00,587.16
,56735,,,Groundwater Levels,2017-01-01 00:00:00,Minimum Threshold,,243.35
,56735,,,Groundwater Levels,2017-01-01 00:00:00,5 Year Interim Milestone,2022-01-01 00:00:00,
,56735,,,Groundwater Levels,2017-01-01 00:00:00,10 Year Interim Milestone,2027-01-01 00:00:00,
,56735,,,Groundwater Levels,2017-01-01 00:00:00,15 Year Interim Milestone,2032-01-01 00:00:00,
,56735,,,Groundwater Levels,2017-01-01 00:00:00,Measurable Objective,2037-01-01 00:00:00,243.35
,56736,,,Groundwater Levels,2017-01-01 00:00:00,Minimum Threshold,,382.32
,56736,,,Groundwater Levels,2017-01-01 00:00:00,5 Year Interim Milestone,2022-01-01 00:00:00,
,56736,,,Groundwater Levels,2017-01-01 00:00:00,10 Year Interim Milestone,2027-01-01 00:00:00,
,56736,,,Groundwater Levels,2017-01-01 00:00:00,15 Year Interim Milestone,2032-01-01 00:00:00,
,56736,,,Groundwater Levels,2017-01-01 00:00:00,Measurable Objective,2037-01-01 00:00:00,382.32
,56737,,,Groundwater Levels,2017-01-01 00:00:00,Minimum Threshold,,184.88
,56737,,,Groundwater Levels,2017-01-01 00:00:00,5 Year Interim Milestone,2022-01-01 00:00:00,
,56737,,,Groundwater Levels,2017-01-01 00:00:00,10 Year Interim Milestone,2027-01-01 00:00:00,
,56737,,,Groundwater Levels,2017-01-01 00:00:00,15 Year Interim Milestone,2032-01-01 00:00:00,
,56737,,,Groundwater Levels,2017-01-01 00:00:00,Measurable Objective,2037-01-01 00:00:00,184.88
,56738,,,Groundwater Levels,2017-01-01 00:00:00,Minimum Threshold,,165.05
,56738,,,Groundwater Levels,2017-01-01 00:00:00,5 Year Interim Milestone,2022-01-01 00:00:00,
,56738,,,Groundwater Levels,2017-01-01 00:00:00,10 Year Interim Milestone,2027-01-01 00:00:00,
,56738,,,Groundwater Levels,2017-01-01 00:00:00,15 Year Interim Milestone,2032-01-01 00:00:00,
,56738,,,Groundwater Levels,2017-01-01 00:00:00,Measurable Objective,2037-01-01 00:00:00,165.05
,56739,,,Groundwater Levels,2017-01-01 00:00:00,Minimum Threshold,,135.25
,56739,,,Groundwater Levels,2017-01-01 00:00:00,5 Year Interim Milestone,2022-01-01 00:00:00,
,56739,,,Groundwater Levels,2017-01-01 00:00:00,10 Year Interim Milestone,2027-01-01 00:00:00,
,56739,,,Groundwater Levels,2017-01-01 00:00:00,15 Year Interim Milestone,2032-01-01 00:00:00,
,56739,,,Groundwater Levels,2017-01-01 00:00:00,Measurable Objective,2037-01-01 00:00:00,135.25
,56740,,,Groundwater Levels,2017-01-01 00:00:00,Minimum Threshold,,107.93
,56740,,,Groundwater Levels,2017-01-01 00:00:00,5 Year Interim Milestone,2022-01-01 00:00:00,
,56740,,,Groundwater Levels,2017-01-01 00:00:00,10 Year Interim Milestone,2027-01-01 00:00:00,
,56740,,,Groundwater Levels,2017-01-01 00:00:00,15 Year Interim Milestone,2032-01-01 00:00:00,
,56740,,,Groundwater Levels,2017-01-01 00:00:00,Measurable Objective,2037-01-01 00:00:00,107.93
,56741,,,Groundwater Levels,2017-01-01 00:00:00,Minimum Threshold,,131.68
,56741,,,Groundwater Levels,2017-01-01 00:00:00,5 Year Interim Milestone,2022-01-01 00:00:00,
,56741,,,Groundwater Levels,2017-01-01 00:00:00,10 Year Interim Milestone,2027-01-01 00:00:00,
,56741,,,Groundwater Levels,2017-01-01 00:00:00,15 Year Interim Milestone,2032-01-01 00:00:00,
,56741,,,Groundwater Levels,2017-01-01 00:00:00,Measurable Objective,2037-01-01 00:00:00,131.68
,56742,,,Groundwater Levels,2017-01-01 00:00:00,Minimum Threshold,,17.82
,56742,,,Groundwater Levels,2017-01-01 00:00:00,5 Year Interim Milestone,2022-01-01 00:00:00,
,56742,,,Groundwater Levels,2017-01-01 00:00:00,10 Year Interim Milestone,2027-01-01 00:00:00,
,56742,,,Groundwater Levels,2017-01-01 00:00:00,15 Year Interim Milestone,2032-01-01 00:00:00,
,56742,,,Groundwater Levels,2017-01-01 00:00:00,Measurable Objective,2037-01-01 00:00:00,17.82
,56743,,,Groundwater Levels,2017-01-01 00:00:00,Minimum Threshold,,-2.47
,56743,,,Groundwater Levels,2017-01-01 00:00:00,5 Year Interim Milestone,2022-01-01 00:00:00,
,56743,,,Groundwater Levels,2017-01-01 00:00:00,10 Year Interim Milestone,2027-01-01 00:00:00,
,56743,,,Groundwater Levels,2017-01-01 00:00:00,15 Year Interim Milestone,2032-01-01 00:00:00,
,56743,,,Groundwater Levels,2017-01-01 00:00:00,Measurable Objective,2037-01-01 00:00:00,-2.47
,56744,,,Groundwater Levels,2017-01-01 00:00:00,Minimum Threshold,,-174.25
,56744,,,Groundwater Levels,2017-01-01 00:00:00,5 Year Interim Milestone,2022-01-01 00:00:00,
,56744,,,Groundwater Levels,2017-01-01 00:00:00,10 Year Interim Milestone,2027-01-01 00:00:00,
,56744,,,Groundwater Levels,2017-01-01 00:00:00,15 Year Interim Milestone,2032-01-01 00:00:00,
,56744,,,Groundwater Levels,2017-01-01 00:00:00,Measurable Objective,2037-01-01 00:00:00,-174.25
,56745,,,Groundwater Levels,2017-01-01 00:00:00,Minimum Threshold,,-99.57
,56745,,,Groundwater Levels,2017-01-01 00:00:00,5 Year Interim Milestone,2022-01-01 00:00:00,
,56745,,,Groundwater Levels,2017-01-01 00:00:00,10 Year Interim Milestone,2027-01-01 00:00:00,
,56745,,,Groundwater Levels,2017-01-01 00:00:00,15 Year Interim Milestone,2032-01-01 00:00:00,
,56745,,,Groundwater Levels,2017-01-01 00:00:00,Measurable Objective,2037-01-01 00:00:00,-99.57
,56746,,,Groundwater Levels,2017-01-01 00:00:00,Minimum Threshold,,-135.5
,56746,,,Groundwater Levels,2017-01-01 00:00:00,5 Year Interim Milestone,2022-01-01 00:00:00,
,56746,,,Groundwater Levels,2017-01-01 00:00:00,10 Year Interim Milestone,2027-01-01 00:00:00,
,56746,,,Groundwater Levels,2017-01-01 00:00:00,15 Year Interim Milestone,2032-01-01 00:00:00,
,56746,,,Groundwater Levels,2017-01-01 00:00:00,Measurable Objective,2037-01-01 00:00:00,-135.5
,56747,,,Groundwater Levels,2017-01-01 00:00:00,Minimum Threshold,,6.2
,56747,,,Groundwater Levels,2017-01-01 00:00:00,5 Year Interim Milestone,2022-01-01 00:00:00,
,56747,,,Groundwater Levels,2017-01-01 00:00:00,10 Year Interim Milestone,2027-01-01 00:00:00,
,56747,,,Groundwater Levels,2017-01-01 00:00:00,15 Year Interim Milestone,2032-01-01 00:00:00,
,56747,,,Groundwater Levels,2017-01-01 00:00:00,Measurable Objective,2037-01-01 00:00:00,6.2
,56748,,,Groundwater Levels,2017-01-01 00:00:00,Minimum Threshold,,-61.79
,56748,,,Groundwater Levels,2017-01-01 00:00:00,5 Year Interim Milestone,2022-01-01 00:00:00,
,56748,,,Groundwater Levels,2017-01-01 00:00:00,10 Year Interim Milestone,2027-01-01 00:00:00,
,56748,,,Groundwater Levels,2017-01-01 00:00:00,15 Year Interim Milestone,2032-01-01 00:00:00,
,56748,,,Groundwater Levels,2017-01-01 00:00:00,Measurable Objective,2037-01-01 00:00:00,-61.79
,56749,,,Groundwater Levels,2017-01-01 00:00:00,Minimum Threshold,,-39.8
,56749,,,Groundwater Levels,2017-01-01 00:00:00,5 Year Interim Milestone,2022-01-01 00:00:00,
,56749,,,Groundwater Levels,2017-01-01 00:00:00,10 Year Interim Milestone,2027-01-01 00:00:00,
,56749,,,Groundwater Levels,2017-01-01 00:00:00,15 Year Interim Milestone,2032-01-01 00:00:00,
,56749,,,Groundwater Levels,2017-01-01 00:00:00,Measurable Objective,2037-01-01 00:00:00,-39.8
,56750,,,Groundwater Levels,2017-01-01 00:00:00,Minimum Threshold,,-83.16
,56750,,,Groundwater Levels,2017-01-01 00:00:00,5 Year Interim Milestone,2022-01-01 00:00:00,
,56750,,,Groundwater Levels,2017-01-01 00:00:00,10 Year Interim Milestone,2027-01-01 00:00:00,
,56750,,,Groundwater Levels,2017-01-01 00:00:00,15 Year Interim Milestone,2032-01-01 00:00:00,
,56750,,,Groundwater Levels,2017-01-01 00:00:00,Measurable Objective,2037-01-01 00:00:00,-83.16
,56751,,,Groundwater Levels,2017-01-01 00:00:00,Minimum Threshold,,-66.9
,56751,,,Groundwater Levels,2017-01-01 00:00:00,5 Year Interim Milestone,2022-01-01 00:00:00,
,56751,,,Groundwater Levels,2017-01-01 00:00:00,10 Year Interim Milestone,2027-01-01 00:00:00,
,56751,,,Groundwater Levels,2017-01-01 00:00:00,15 Year Interim Milestone,2032-01-01 00:00:00,
,56751,,,Groundwater Levels,2017-01-01 00:00:00,Measurable Objective,2037-01-01 00:00:00,-66.9
,56752,,,Groundwater Levels,2017-01-01 00:00:00,Minimum Threshold,,-75.04
,56752,,,Groundwater Levels,2017-01-01 00:00:00,5 Year Interim Milestone,2022-01-01 00:00:00,
,56752,,,Groundwater Levels,2017-01-01 00:00:00,10 Year Interim Milestone,2027-01-01 00:00:00,
